FECHA_PROCESO,RUC_PROVEEDOR,PROVEEDOR,RUC_ENTIDAD,ENTIDAD,ORDEN_ELECTRÓNICA,ORDEN_ELECTRÓNICA_GENERADA,ESTADO_ORDEN_ELECTRÓNICA,FECHA_ÚLTIMO_ESTADO,TOTAL,ORDEN_PUBLICADA,ACUERDO_MARCO
12/05/2022 15:58,20342868844,STAR UP S.A.,20207553698,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,ORDEN_DE_SERVICIO-1025-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46642,CONFORME C/PAGO RETRASADO,25/03/2022,1494.42,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46642.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20602114091,AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS,ORDEN_DE_SERVICIO-1026-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46643,PAGADA,18/04/2022,911.48,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46643.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20521286769,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,ORDEN_DE_SERVICIO-1027-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46644,CONFORME C/PAGO PENDIENTE,2/05/2022,1004.78,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46644.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20504774288,MINISTERIO DE COMERCIO EXTERIOR Y TURISMO,ORDEN_DE_SERVICIO-1028-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46645,PAGADA,17/03/2022,3114.76,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46645.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20503503639,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),ORDEN_DE_SERVICIO-1029-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46646,PAGADA,5/04/2022,2755.49,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46646.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20504743307,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO - ADMINISTRACIÓN GENERAL",ORDEN_DE_SERVICIO-1030-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46647,PAGADA,22/03/2022,1778.6,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46647.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20600041569,UNIVERSIDAD NACIONAL AUTONOMA DE ALTO AMAZONAS,ORDEN_DE_SERVICIO-1031-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46648,PAGADA,15/03/2022,2231.32,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46648.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20131370301,MINISTERIO PUBLICO,ORDEN_DE_SERVICIO-1032-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46649,ENTREGADA C/CONFORMIDAD RETRASADA,5/03/2022,1032.68,,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20131312955,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,ORDEN_DE_SERVICIO-1034-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46651,PAGADA,10/03/2022,562.6,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46651.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20380419247,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,ORDEN_DE_SERVICIO-1035-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46652,ENTREGADA C/CONFORMIDAD RETRASADA,5/03/2022,614.3,,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20103030791,EMPRESA ACTIVOS MINEROS SAC,ORDEN_DE_SERVICIO-1036-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46653,CONFORME C/PAGO RETRASADO,30/03/2022,637.84,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46653.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20602729762,CORTE SUPERIOR DE JUSTICIA DE UCAYALI,ORDEN_DE_SERVICIO-1037-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46654,PAGADA,10/03/2022,3057.98,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46654.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20339267821,COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,ORDEN_DE_SERVICIO-1038-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46655,PAGADA,16/03/2022,519.77,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46655.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20131370998,MINISTERIO DE EDUCACION,ORDEN_DE_SERVICIO-1039-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46656,PAGADA,20/04/2022,1536.27,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46656.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20537630222,MINISTERIO DE CULTURA,ORDEN_DE_SERVICIO-1040-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46657,PAGADA,7/04/2022,899.36,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46657.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20131373237,MINISTERIO DE SALUD,ORDEN_DE_SERVICIO-1041-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46658,PAGADA,28/03/2022,16041.58,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46658.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20604676372,PROGRAMA NACIONAL DE TELECOMUNICACIONES,ORDEN_DE_SERVICIO-1042-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46659,PAGADA,27/04/2022,2195.56,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46659.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20512807411,Programa Nacional Contra la VIOLENCIA FAMILIAR Y SEXUAL - PNCVFS,ORDEN_DE_SERVICIO-1043-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46660,PAGADA,15/04/2022,735.96,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46660.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20477936882,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,ORDEN_DE_SERVICIO-1044-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46661,CONFORME C/PAGO RETRASADO,10/04/2022,1223.19,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46661.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20548776920,PROGRAMA NACIONAL DE SANEAMIENTO RURAL,ORDEN_DE_SERVICIO-1045-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46662,PAGADA,11/03/2022,412.04,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46662.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20131368403,INSTITUTO NACIONAL DE SALUD DEL NIÑO,ORDEN_DE_SERVICIO-1046-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46663,ENTREGADA C/CONFORMIDAD RETRASADA,5/03/2022,484.41,,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20131369477,INSTITUTO TECNOLOGICO DE LA PRODUCCION,ORDEN_DE_SERVICIO-1047-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46664,PAGADA,25/03/2022,390.64,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46664.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20131257750,SEGURO SOCIAL DE SALUD,ORDEN_DE_SERVICIO-1048-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46665,ENTREGADA C/CONFORMIDAD RETRASADA,5/03/2022,314634.68,,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20168999926,PRESIDENCIA DEL CONSEJO DE MINISTROS,ORDEN_DE_SERVICIO-1049-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46666,PAGADA,18/03/2022,5746.44,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46666.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20601993181,"PROGRAMA NACIONAL ""PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS""",ORDEN_DE_SERVICIO-1050-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46667,PAGADA,9/03/2022,2526.2,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46667.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20342868844,STAR UP S.A.,20178922581,FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICIA NACIONAL DEL PERU,ORDEN_DE_SERVICIO-1051-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46668,PAGADA,11/04/2022,47265.35,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46668.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20601237211,VIVA AIRLINES PERU S.A.C,20131370998,MINISTERIO DE EDUCACION,ORDEN_DE_SERVICIO-1052-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46669,PAGADA,20/04/2022,1429.68,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46669.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20601237211,VIVA AIRLINES PERU S.A.C,20381159281,INPE-OFICINA GENERAL DE INFRAESTRUCTURA,ORDEN_DE_SERVICIO-1053-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46670,PAGADA,23/03/2022,2011.14,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46670.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20601237211,VIVA AIRLINES PERU S.A.C,20380795907,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,ORDEN_DE_SERVICIO-1054-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46671,PAGADA,10/05/2022,644.44,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46671.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20601237211,VIVA AIRLINES PERU S.A.C,20477936882,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,ORDEN_DE_SERVICIO-1055-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46672,CONFORME C/PAGO RETRASADO,10/04/2022,3297.54,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46672.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20131379944,MINISTERIO DE TRANSPORTES Y COMUNICACIONES,ORDEN_DE_SERVICIO-1056-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46673,ENTREGADA C/CONFORMIDAD RETRASADA,5/03/2022,15361.24,,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20479393568,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,ORDEN_DE_SERVICIO-1057-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46674,PAGADA,24/03/2022,1051.45,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46674.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20161749126,CONGRESO DE LA REPUBLICA,ORDEN_DE_SERVICIO-1058-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46675,PAGADA,21/03/2022,10509.73,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46675.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20509139700,FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,ORDEN_DE_SERVICIO-1059-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46676,PAGADA,7/03/2022,3108.87,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46676.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20100027705,EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU,ORDEN_DE_SERVICIO-1060-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46677,PAGADA,4/04/2022,2777.9,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46677.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20520640071,FUERO MILITAR POLICIAL,ORDEN_DE_SERVICIO-1061-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46678,CONFORME C/PAGO RETRASADO,30/03/2022,1071.34,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46678.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20291973851,OFICINA NACIONAL DE PROCESOS ELECTORALES,ORDEN_DE_SERVICIO-1062-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46679,PAGADA,29/04/2022,3311.02,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46679.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20551964940,"SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS SEGURIDAD,ARMAS,MUNICIONES Y EXPLOSIVOS USO CIVIL",ORDEN_DE_SERVICIO-1063-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46680,ENTREGADA C/CONFORMIDAD RETRASADA,5/03/2022,2552.42,,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20189975920,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,ORDEN_DE_SERVICIO-1064-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46681,PAGADA,16/03/2022,783.83,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46681.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20600943996,"UNIDAD EJECUTORA 036 - 001634 ""FONDO SIERRA AZUL""",ORDEN_DE_SERVICIO-1065-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46682,PAGADA,14/03/2022,2431.06,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46682.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20487872319,CORTE SUPERIOR DE JUSTICIA DE LAMBAYEQUE,ORDEN_DE_SERVICIO-1066-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46683,PAGADA,21/04/2022,1054.81,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46683.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20490770683,CORTE SUPERIOR DE JUSTICIA DE CUSCO,ORDEN_DE_SERVICIO-1067-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46684,PAGADA,24/03/2022,1389.92,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46684.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20448626114,CORTE SUPERIOR DE JUSTICIA DE PUNO,ORDEN_DE_SERVICIO-1068-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46685,PAGADA,28/03/2022,1804.9,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46685.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:58,20341841357,LATAM AIRLINES PERU S.A.,20380799643,AGENCIA DE PROMOCION DE LA INVERSION PRIVADA - PROINVERSION,ORDEN_DE_SERVICIO-1069-2022,https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=46686,PAGADA,25/03/2022,1022.46,https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/46686.pdf,IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
